mem_no,gender,birthday,addr,join_date
1001930,women,1989-03-04,Seoul,2020-05-18
1001931,women,1989-07-30,Seoul,2020-05-18
1001932,women,1989-12-31,Gyeonggi,2020-05-18
1001933,women,1990-04-29,Seoul,2020-05-18
1001934,women,1990-09-17,Incheon,2020-05-18
1001936,women,1995-07-04,Seoul,2020-05-18
1001938,women,2000-03-26,Seoul,2020-05-18
1001943,women,2000-03-28,Gwangju,2020-05-19
1001944,women,1976-10-24,Incheon,2020-05-20
1001945,women,1978-01-27,Daegu,2020-05-20
1001946,women,1985-12-06,Daegu,2020-05-20
1001947,women,1986-04-13,Gyeonggi,2020-05-20
1001948,women,1991-05-29,Daegu,2020-05-20
1001949,women,1991-10-04,Gyeonggi,2020-05-20
1001950,women,2000-04-19,Daegu,2020-05-20
1001955,women,2000-04-30,Jeju,2020-05-21
1001956,women,1976-10-21,Seoul,2020-05-22
1001957,women,1978-01-23,Jeju,2020-05-22
1001967,women,1984-12-08,Gyeonggi,2020-05-22
1001969,women,1986-04-10,Gyeonggi,2020-05-22
1001970,women,1986-11-06,Gyeonggi,2020-05-22
1001971,women,1987-11-16,Gwangju,2020-05-22
1001972,women,1988-05-14,Gyeonggi,2020-05-22
1001973,women,1989-03-06,Daegu,2020-05-22
1001974,women,1989-08-03,Seoul,2020-05-22
1001975,women,1989-10-03,Gyeonggi,2020-05-22
1001976,women,1990-04-30,Jeju,2020-05-22
1001977,women,1990-09-19,Seoul,2020-05-22
1001978,women,1991-10-01,Gyeonggi,2020-05-22
1001981,women,2000-05-05,Jeju,2020-05-22
1001982,women,1976-10-19,Gwangju,2020-05-23
1001983,women,1978-01-20,Daejeon,2020-05-23
1001984,women,1986-04-09,Gyeonggi,2020-05-23
1001985,women,1991-09-30,Gyeonggi,2020-05-23
1001986,women,2000-06-19,Daejeon,2020-05-23
1001987,women,1985-12-04,Gangwon,2020-05-25
1001988,women,1991-05-27,Gangwon,2020-05-25
1001989,women,1979-03-22,Daegu,2020-05-26
1001990,women,1979-10-22,Incheon,2020-05-26
1001991,women,1980-10-02,Gangwon,2020-05-26
1001992,women,1981-05-25,Gangwon,2020-05-26
1001993,women,1982-06-05,Seoul,2020-05-26
1001994,women,1982-11-23,Gyeonggi,2020-05-26
1001995,women,1983-09-16,Seoul,2020-05-26
1001996,women,1984-02-20,Seoul,2020-05-26
1001997,women,1984-11-14,Seoul,2020-05-26
1001998,women,1984-11-29,Gangwon,2020-05-26
1001999,women,1985-03-30,Incheon,2020-05-26
1002000,women,1986-11-15,Gangwon,2020-05-26
1002001,women,1987-11-26,Seoul,2020-05-26
1002002,women,1988-05-15,Gyeonggi,2020-05-26
1002003,women,1989-03-08,Seoul,2020-05-26
1002004,women,1989-08-12,Seoul,2020-05-26
1002005,women,1989-09-13,Gangwon,2020-05-26
1002006,women,1990-05-07,Seoul,2020-05-26
1002007,women,1990-09-20,Incheon,2020-05-26
1002010,women,1979-04-03,Gwangju,2020-05-30
1002011,women,1979-10-27,Seoul,2020-05-30
1002012,women,1980-10-09,Seoul,2020-05-30
1002013,women,1981-06-17,Busan,2020-05-30
1002014,women,1982-06-07,Seoul,2020-05-30
1002015,women,1982-11-24,Gyeonggi,2020-05-30
1002016,women,1983-09-22,Daegu,2020-05-30
1002017,women,1984-02-23,Seoul,2020-05-30
1002018,women,1984-10-20,Busan,2020-05-30
1002019,women,1984-11-17,Busan,2020-05-30
1002020,women,1985-03-31,Seoul,2020-05-30
1002022,women,1986-12-08,Busan,2020-05-30
1002023,women,1987-11-28,Seoul,2020-05-30
1002024,women,1988-05-16,Gyeonggi,2020-05-30
1002025,women,1989-03-14,Daegu,2020-05-30
1002026,women,1989-08-15,Seoul,2020-05-30
1002027,women,1989-09-11,Seoul,2020-05-30
1002028,women,1990-05-10,Busan,2020-05-30
1002029,women,1990-09-21,Seoul,2020-05-30
1002041,women,1984-04-21,Daejeon,2020-06-03
1002044,women,1986-12-09,Daejeon,2020-06-03
1002045,women,1987-11-30,Incheon,2020-06-03
1002046,women,1988-05-17,Gyeonggi,2020-06-03
1002047,women,1989-03-16,Seoul,2020-06-03
1002048,women,1989-08-20,Seoul,2020-06-03
1002049,women,1989-09-07,Gyeonggi,2020-06-03
1002050,women,1990-05-12,Daegu,2020-06-03
1002051,women,1990-09-22,Incheon,2020-06-03
1002058,women,1979-04-16,Seoul,2020-06-07
1002059,women,1979-11-15,Incheon,2020-06-07
1002060,women,1980-10-14,Gyeonggi,2020-06-07
1002061,women,1981-06-27,Jeju,2020-06-07
1002062,women,1982-06-17,Seoul,2020-06-07
1002063,women,1982-11-26,Gyeonggi,2020-06-07
1002064,women,1983-09-25,Daegu,2020-06-07
1002065,women,1984-03-02,Seoul,2020-06-07
1002066,women,1984-03-06,Jeju,2020-06-07
1002067,women,1984-11-20,Incheon,2020-06-07
1002068,women,1985-04-02,Seoul,2020-06-07
1002070,women,1986-12-18,Jeju,2020-06-07
1002071,women,1987-12-08,Seoul,2020-06-07
1002072,women,1988-05-18,Gyeonggi,2020-06-07
1002073,women,1989-03-17,Daegu,2020-06-07
1002074,women,1989-06-27,Gyeonggi,2020-06-07
1002075,women,1989-08-23,Seoul,2020-06-07
1002076,women,1990-05-13,Incheon,2020-06-07
1002077,women,1990-09-23,Seoul,2020-06-07
1002081,women,2000-07-08,Busan,2020-06-07
1002086,women,2000-08-06,Gangwon,2020-06-08
1002105,women,1986-12-20,Jeju,2020-06-11
1002106,women,1987-12-11,Daegu,2020-06-11
1002107,women,1988-05-25,Gyeonggi,2020-06-11
1002108,women,1989-03-18,Seoul,2020-06-11
1002109,women,1989-06-17,Gangwon,2020-06-11
1002110,women,1989-08-24,Seoul,2020-06-11
1002111,women,1990-06-06,Daegu,2020-06-11
1002112,women,1990-09-30,Gyeonggi,2020-06-11
1002114,women,1997-01-08,Incheon,2020-06-11
1002115,women,1985-11-14,Seoul,2020-06-14
1002116,women,1991-05-07,Seoul,2020-06-14
1002128,women,1986-12-22,Daegu,2020-06-15
1002129,women,1987-12-16,Incheon,2020-06-15
1002130,women,1988-05-27,Gyeonggi,2020-06-15
1002131,women,1989-03-23,Daegu,2020-06-15
1002132,women,1989-06-04,Busan,2020-06-15
1002133,women,1989-09-02,Seoul,2020-06-15
1002134,women,1990-06-07,Incheon,2020-06-15
1002135,women,1990-10-02,Seoul,2020-06-15
1002137,women,1997-01-02,Seoul,2020-06-15
1002150,women,1986-12-26,Gwangju,2020-06-19
1002151,women,1987-12-20,Seoul,2020-06-19
1002152,women,1988-05-28,Gyeonggi,2020-06-19
1002153,women,1989-03-25,Seoul,2020-06-19
1002154,women,1989-05-27,Daejeon,2020-06-19
1002155,women,1989-09-11,Gyeonggi,2020-06-19
1002156,women,1990-06-11,Daegu,2020-06-19
1002157,women,1990-10-10,Gyeonggi,2020-06-19
1002160,women,1996-12-18,Daegu,2020-06-19
1002161,women,1979-05-01,Incheon,2020-06-23
1002162,women,1979-11-28,Gyeonggi,2020-06-23
1002163,women,1980-11-22,Jeju,2020-06-23
1002164,women,1981-07-09,Seoul,2020-06-23
1002165,women,1982-07-08,Daegu,2020-06-23
1002166,women,1982-12-07,Gangwon,2020-06-23
1002168,women,1983-10-06,Seoul,2020-06-23
1002169,women,1984-03-30,Daejeon,2020-06-23
1002170,women,1984-12-20,Incheon,2020-06-23
1002171,women,1985-04-21,Gyeonggi,2020-06-23
1002172,women,1986-12-30,Seoul,2020-06-23
1002173,women,1987-12-29,Daegu,2020-06-23
1002174,women,1988-05-29,Gangwon,2020-06-23
1002175,women,1989-03-28,Seoul,2020-06-23
1002176,women,1989-05-10,Jeju,2020-06-23
1002177,women,1989-09-20,Daejeon,2020-06-23
1002178,women,1990-06-12,Incheon,2020-06-23
1002179,women,1990-10-12,Gyeonggi,2020-06-23
1002181,women,1996-12-11,Incheon,2020-06-23
1002182,women,1985-10-31,Daegu,2020-06-24
1002183,women,1991-04-23,Daegu,2020-06-24
1002184,women,1979-05-03,Seoul,2020-06-27
1002185,women,1979-11-30,Gyeonggi,2020-06-27
1002186,women,1980-12-07,Jeju,2020-06-27
1002187,women,1981-08-01,Seoul,2020-06-27
1002188,women,1982-07-09,Seoul,2020-06-27
1002189,women,1982-12-13,Gangwon,2020-06-27
1002191,women,1983-10-07,Seoul,2020-06-27
1002192,women,1984-04-06,Gyeonggi,2020-06-27
1002193,women,1984-12-24,Daegu,2020-06-27
1002194,women,1985-04-26,Gyeonggi,2020-06-27
1002195,women,1987-01-22,Seoul,2020-06-27
1002196,women,1987-12-30,Seoul,2020-06-27
1002197,women,1988-06-04,Gangwon,2020-06-27
1002198,women,1989-03-29,Seoul,2020-06-27
1002199,women,1989-05-01,Jeju,2020-06-27
1002200,women,1989-09-27,Gyeonggi,2020-06-27
1002201,women,1990-06-16,Daegu,2020-06-27
1002202,women,1990-10-17,Gyeonggi,2020-06-27
1002204,women,1996-12-08,Seoul,2020-06-27
1002205,women,1985-10-20,Daegu,2020-06-29
1002206,women,1991-04-12,Daegu,2020-06-29
1002218,women,1987-01-25,Gyeonggi,2020-07-01
1002219,women,1988-01-01,Gyeonggi,2020-07-01
1002220,women,1988-06-06,Gangwon,2020-07-01
1002221,women,1989-04-03,Seoul,2020-07-01
1002222,women,1989-04-16,Daegu,2020-07-01
1002223,women,1989-10-02,Daejeon,2020-07-01
1002224,women,1990-06-17,Incheon,2020-07-01
1002225,women,1990-10-21,Gyeonggi,2020-07-01
1002227,women,1996-11-21,Daegu,2020-07-01
1002229,women,1991-04-11,Incheon,2020-07-04
1002230,women,1979-05-13,Seoul,2020-07-05
1002231,women,1979-12-05,Seoul,2020-07-05
1002232,women,1980-12-14,Gwangju,2020-07-05
1002233,women,1981-08-09,Gyeonggi,2020-07-05
1002234,women,1982-07-20,Gyeonggi,2020-07-05
1002235,women,1982-12-19,Gangwon,2020-07-05
1002237,women,1983-10-21,Seoul,2020-07-05
1002238,women,1984-04-12,Gyeonggi,2020-07-05
1002239,women,1984-12-26,Gangwon,2020-07-05
1002240,women,1985-05-04,Gyeonggi,2020-07-05
1002241,women,1987-01-30,Gyeonggi,2020-07-05
1002242,women,1988-01-10,Gyeonggi,2020-07-05
1002243,women,1988-06-10,Gangwon,2020-07-05
1002244,women,1989-02-08,Gwangju,2020-07-05
1002245,women,1989-04-12,Seoul,2020-07-05
1002246,women,1989-10-03,Gyeonggi,2020-07-05
1002247,women,1990-06-18,Gangwon,2020-07-05
1002248,women,1990-10-25,Gyeonggi,2020-07-05
1002250,women,1996-09-29,Seoul,2020-07-05
1002263,women,1987-02-01,Gangwon,2020-07-09
1002264,women,1988-01-13,Gangwon,2020-07-09
1002265,women,1988-06-17,Gangwon,2020-07-09
1002266,women,1989-02-07,Seoul,2020-07-09
1002267,women,1989-04-14,Seoul,2020-07-09
1002268,women,1989-10-05,Daejeon,2020-07-09
1002269,women,1990-06-19,Gwangju,2020-07-09
1002270,women,1990-10-27,Seoul,2020-07-09
1002271,women,1991-04-06,Gyeonggi,2020-07-09
1002273,women,1996-09-27,Gyeonggi,2020-07-09
1002285,women,1987-02-03,Busan,2020-07-13
1002286,women,1988-01-17,Seoul,2020-07-13
1002287,women,1988-06-20,Gyeonggi,2020-07-13
1002288,women,1989-01-29,Seoul,2020-07-13
1002289,women,1989-04-15,Seoul,2020-07-13
1002290,women,1989-10-10,Gyeonggi,2020-07-13
1002291,women,1990-06-24,Seoul,2020-07-13
1002292,women,1990-10-30,Seoul,2020-07-13
1002294,women,1996-09-23,Gyeonggi,2020-07-13
1002296,women,1991-04-02,Seoul,2020-07-14
1002308,women,1987-02-15,Daejeon,2020-07-17
1002309,women,1988-01-23,Gyeonggi,2020-07-17
1002310,women,1988-06-27,Gyeonggi,2020-07-17
1002311,women,1989-01-04,Incheon,2020-07-17
1002312,women,1989-04-20,Seoul,2020-07-17
1002313,women,1989-10-20,Daejeon,2020-07-17
1002314,women,1990-06-26,Gwangju,2020-07-17
1002315,women,1990-11-02,Daegu,2020-07-17
1002317,women,1996-08-30,Gangwon,2020-07-17
1002318,women,1985-10-09,Gyeonggi,2020-07-19
1002319,women,1991-04-01,Gyeonggi,2020-07-19
1002320,women,1979-06-20,Seoul,2020-07-21
1002321,women,1979-12-14,Busan,2020-07-21
1002322,women,1980-12-24,Seoul,2020-07-21
1002323,women,1981-09-02,Jeju,2020-07-21
1002325,women,1982-08-07,Gyeonggi,2020-07-21
1002326,women,1983-01-17,Gyeonggi,2020-07-21
1002327,women,1983-11-11,Seoul,2020-07-21
1002328,women,1984-05-01,Gwangju,2020-07-21
1002329,women,1985-01-12,Seoul,2020-07-21
1002330,women,1985-05-13,Seoul,2020-07-21
1002331,women,1987-02-23,Jeju,2020-07-21
1002332,women,1988-01-28,Gyeonggi,2020-07-21
1002333,women,1988-07-09,Gyeonggi,2020-07-21
1002334,women,1988-11-28,Seoul,2020-07-21
1002335,women,1989-05-03,Seoul,2020-07-21
1002336,women,1989-10-22,Gwangju,2020-07-21
1002337,women,1990-07-05,Seoul,2020-07-21
1002338,women,1990-11-03,Seoul,2020-07-21
1002340,women,1996-08-27,Seoul,2020-07-21
1002346,women,1987-08-09,Gangwon,2020-07-24
1002347,women,1988-11-09,Jeju,2020-07-24
1002348,women,1990-02-12,Daegu,2020-07-24
1002349,women,1991-03-31,Seoul,2020-07-24
1002350,women,1992-07-31,Seoul,2020-07-24
1002351,women,1979-06-28,Gyeonggi,2020-07-25
1002352,women,1979-12-21,Daejeon,2020-07-25
1002353,women,1980-12-25,Daegu,2020-07-25
1002354,women,1981-09-11,Jeju,2020-07-25
1002356,women,1982-08-09,Gangwon,2020-07-25
1002357,women,1983-02-15,Gyeonggi,2020-07-25
1002358,women,1983-11-13,Seoul,2020-07-25
1002359,women,1984-05-03,Gwangju,2020-07-25
1002360,women,1985-01-13,Gwangju,2020-07-25
1002361,women,1985-05-18,Daegu,2020-07-25
1002362,women,1987-03-04,Jeju,2020-07-25
1002363,women,1988-01-30,Gangwon,2020-07-25
1002364,women,1988-08-07,Gyeonggi,2020-07-25
1002365,women,1988-10-06,Daegu,2020-07-25
1002366,women,1989-05-05,Seoul,2020-07-25
1002367,women,1989-10-24,Gwangju,2020-07-25
1002368,women,1990-07-06,Gwangju,2020-07-25
1002369,women,1990-11-08,Daegu,2020-07-25
1002370,women,1994-01-12,Daejeon,2020-07-25
1002371,women,1996-08-25,Gyeonggi,2020-07-25
1002373,women,1980-04-30,Gwangju,2020-07-29
1002376,women,1982-02-12,Gyeonggi,2020-07-29
1002378,women,1983-05-18,Jeju,2020-07-29
1002380,women,1984-08-21,Busan,2020-07-29
1002382,women,1985-10-07,Gyeonggi,2020-07-29
1002383,women,1987-03-20,Daegu,2020-07-29
1002384,women,1987-08-05,Gyeonggi,2020-07-29
1002385,women,1988-08-18,Gyeonggi,2020-07-29
1002386,women,1988-11-07,Jeju,2020-07-29
1002387,women,1989-11-04,Gwangju,2020-07-29
1002388,women,1990-02-11,Busan,2020-07-29
1002389,women,1990-11-12,Seoul,2020-07-29
1002390,women,1991-03-30,Gyeonggi,2020-07-29
1002391,women,1992-08-18,Gwangju,2020-07-29
1002392,women,1980-01-18,Jeju,2020-08-02
1002394,women,1981-09-28,Gwangju,2020-08-02
1002395,women,1983-03-02,Busan,2020-08-02
1002396,women,1984-05-19,Gwangju,2020-08-02
1002397,women,1985-05-25,Daegu,2020-08-02
1002398,women,1987-03-21,Gwangju,2020-08-02
1002399,women,1988-08-22,Busan,2020-08-02
1002400,women,1989-11-09,Gwangju,2020-08-02
1002401,women,1990-11-15,Daegu,2020-08-02
1002402,women,1980-04-25,Daegu,2020-08-03
1002403,women,1982-02-04,Gyeonggi,2020-08-03
1002404,women,1983-05-15,Jeju,2020-08-03
1002405,women,1984-08-19,Daegu,2020-08-03
1002406,women,1985-09-24,Seoul,2020-08-03
1002407,women,1987-07-28,Gyeonggi,2020-08-03
1002408,women,1988-11-04,Jeju,2020-08-03
1002409,women,1990-02-09,Daegu,2020-08-03
1002410,women,1991-03-17,Seoul,2020-08-03
1002411,women,1992-08-23,Daegu,2020-08-03
1002418,women,1987-03-30,Seoul,2020-08-06
1002419,women,1988-08-24,Busan,2020-08-06
1002420,women,1989-11-13,Gwangju,2020-08-06
1002421,women,1990-11-20,Seoul,2020-08-06
1002427,women,1987-07-24,Seoul,2020-08-08
1002428,women,1988-11-02,Daegu,2020-08-08
1002429,women,1990-02-05,Busan,2020-08-08
1002430,women,1991-03-13,Gyeonggi,2020-08-08
1002431,women,1992-09-01,Jeju,2020-08-08
1002433,women,1981-05-16,Seoul,2020-08-10
1002438,women,1987-04-03,Seoul,2020-08-10
1002439,women,1988-08-26,Busan,2020-08-10
1002440,women,1989-11-15,Gyeonggi,2020-08-10
1002441,women,1990-11-25,Daegu,2020-08-10
1002442,women,1993-11-03,Gwangju,2020-08-10
1002448,women,1987-07-19,Daegu,2020-08-13
1002449,women,1988-10-30,Daegu,2020-08-13
1002450,women,1990-02-04,Daegu,2020-08-13
1002451,women,1991-03-06,Seoul,2020-08-13
1002452,women,1992-10-18,Jeju,2020-08-13
1002454,women,1981-03-26,Incheon,2020-08-14
1002459,women,1987-04-13,Incheon,2020-08-14
1002460,women,1988-08-28,Busan,2020-08-14
1002461,women,1989-11-17,Jeju,2020-08-14
1002462,women,1990-11-30,Seoul,2020-08-14
1002463,women,1993-10-28,Seoul,2020-08-14
1002464,women,1980-02-13,Seoul,2020-08-18
1002466,women,1980-11-03,Seoul,2020-08-18
1002467,women,1981-11-04,Seoul,2020-08-18
1002469,women,1983-03-12,Busan,2020-08-18
1002471,women,1984-05-28,Gyeonggi,2020-08-18
1002473,women,1985-06-12,Seoul,2020-08-18
1002475,women,1987-04-27,Seoul,2020-08-18
1002476,women,1987-07-17,Seoul,2020-08-18
1002477,women,1988-09-01,Busan,2020-08-18
1002478,women,1988-10-29,Daegu,2020-08-18
1002479,women,1989-11-18,Gyeonggi,2020-08-18
1002480,women,1990-01-16,Busan,2020-08-18
1002481,women,1990-12-03,Seoul,2020-08-18
1002482,women,1991-02-26,Gyeonggi,2020-08-18
1002483,women,1992-10-23,Daejeon,2020-08-18
1002484,women,1993-10-05,Seoul,2020-08-18
1002485,women,1980-02-19,Incheon,2020-08-22
1002486,women,1980-09-07,Daegu,2020-08-22
1002487,women,1981-11-05,Daegu,2020-08-22
1002488,women,1983-03-13,Seoul,2020-08-22
1002489,women,1984-05-30,Jeju,2020-08-22
1002490,women,1985-06-15,Daegu,2020-08-22
1002491,women,1987-04-28,Daegu,2020-08-22
1002492,women,1988-09-02,Seoul,2020-08-22
1002493,women,1989-11-20,Jeju,2020-08-22
1002494,women,1990-12-06,Daegu,2020-08-22
1002495,women,1993-09-10,Incheon,2020-08-22
1002496,women,1980-04-15,Busan,2020-08-23
1002497,women,1982-01-23,Incheon,2020-08-23
1002498,women,1983-05-07,Daegu,2020-08-23
1002499,women,1984-07-24,Daegu,2020-08-23
1002500,women,1985-09-04,Incheon,2020-08-23
1002501,women,1987-07-16,Incheon,2020-08-23
1002502,women,1988-10-27,Daegu,2020-08-23
1002503,women,1990-01-14,Daegu,2020-08-23
1002504,women,1991-02-25,Incheon,2020-08-23
1002505,women,1992-11-08,Busan,2020-08-23
1002507,women,1980-04-23,Seoul,2020-08-26
1002512,women,1987-05-07,Seoul,2020-08-26
1002513,women,1988-09-04,Daejeon,2020-08-26
1002514,women,1989-11-21,Gyeonggi,2020-08-26
1002515,women,1990-12-09,Daegu,2020-08-26
1002521,women,1987-07-08,Daegu,2020-08-28
1002522,women,1988-10-21,Daegu,2020-08-28
1002523,women,1990-01-12,Busan,2020-08-28
1002524,women,1991-02-17,Gyeonggi,2020-08-28
1002525,women,1992-11-20,Gangwon,2020-08-28
1002526,women,1980-02-26,Daegu,2020-08-30
1002527,women,1980-03-21,Gyeonggi,2020-08-30
1002528,women,1981-11-16,Gyeonggi,2020-08-30
1002529,women,1983-03-19,Seoul,2020-08-30
1002530,women,1984-06-07,Jeju,2020-08-30
1002531,women,1985-06-19,Seoul,2020-08-30
1002532,women,1987-05-09,Gyeonggi,2020-08-30
1002533,women,1988-09-08,Seoul,2020-08-30
1002534,women,1989-11-28,Jeju,2020-08-30
1002535,women,1990-12-10,Seoul,2020-08-30
1002536,women,1980-04-08,Gyeonggi,2020-09-02
1002537,women,1982-01-09,Seoul,2020-09-02
1002538,women,1983-04-30,Jeju,2020-09-02
1002539,women,1984-07-20,Jeju,2020-09-02
1002540,women,1985-08-26,Incheon,2020-09-02
1002541,women,1987-07-02,Seoul,2020-09-02
1002542,women,1988-10-20,Jeju,2020-09-02
1002543,women,1990-01-10,Jeju,2020-09-02
1002544,women,1991-02-16,Incheon,2020-09-02
1002545,women,1992-11-21,Gyeonggi,2020-09-02
1002546,women,1979-10-19,Gyeonggi,2020-09-03
1002552,women,1987-05-16,Gyeonggi,2020-09-03
1002553,women,1988-09-13,Daejeon,2020-09-03
1002554,women,1989-11-30,Gyeonggi,2020-09-03
1002555,women,1990-12-22,Daegu,2020-09-03
1002556,women,1979-10-06,Gangwon,2020-09-07
1002558,women,1980-04-06,Gyeonggi,2020-09-07
1002560,women,1982-01-05,Incheon,2020-09-07
1002562,women,1983-04-22,Jeju,2020-09-07
1002564,women,1984-07-19,Jeju,2020-09-07
1002566,women,1985-08-21,Gyeonggi,2020-09-07
1002567,women,1987-05-23,Gangwon,2020-09-07
1002568,women,1987-06-28,Incheon,2020-09-07
1002569,women,1988-09-15,Seoul,2020-09-07
1002570,women,1988-10-12,Jeju,2020-09-07
1002571,women,1989-12-05,Jeju,2020-09-07
1002572,women,1990-01-09,Jeju,2020-09-07
1002573,women,1990-12-26,Seoul,2020-09-07
1002574,women,1991-02-11,Gyeonggi,2020-09-07
1002575,women,1992-12-11,Gyeonggi,2020-09-07
1002576,women,1979-05-07,Busan,2020-09-11
1002582,women,1987-05-30,Busan,2020-09-11
1002583,women,1988-09-18,Daejeon,2020-09-11
1002584,women,1989-12-10,Daegu,2020-09-11
1002585,women,1991-01-02,Daegu,2020-09-11
1002592,women,1987-06-23,Seoul,2020-09-12
1002593,women,1988-10-11,Jeju,2020-09-12
1002594,women,1990-01-08,Gangwon,2020-09-12
1002595,women,1991-02-04,Incheon,2020-09-12
1002597,women,1993-11-05,Seoul,2020-09-12
1002600,women,1979-03-15,Daejeon,2020-09-15
1002601,women,1980-03-07,Gangwon,2020-09-15
1002602,women,1981-12-10,Daejeon,2020-09-15
1002603,women,1983-03-31,Seoul,2020-09-15
1002604,women,1984-06-24,Gangwon,2020-09-15
1002605,women,1985-07-20,Seoul,2020-09-15
1002606,women,1987-06-02,Daejeon,2020-09-15
1002607,women,1988-09-20,Seoul,2020-09-15
1002608,women,1989-12-15,Gangwon,2020-09-15
1002609,women,1991-01-10,Seoul,2020-09-15
1002610,women,1973-04-26,Seoul,2020-09-17
1002616,women,1987-06-18,Seoul,2020-09-17
1002617,women,1988-10-10,Jeju,2020-09-17
1002618,women,1990-01-06,Jeju,2020-09-17
1002619,women,1991-02-01,Gyeonggi,2020-09-17
1002621,women,1978-12-23,Jeju,2020-09-19
1002622,women,1980-03-13,Busan,2020-09-19
1002623,women,1981-12-11,Jeju,2020-09-19
1002624,women,1983-04-02,Daejeon,2020-09-19
1002625,women,1984-06-26,Jeju,2020-09-19
1002626,women,1985-08-01,Daegu,2020-09-19
1002627,women,1987-06-03,Jeju,2020-09-19
1002628,women,1988-09-22,Daejeon,2020-09-19
1002629,women,1989-12-17,Jeju,2020-09-19
1002630,women,1991-01-22,Daegu,2020-09-19
1002631,women,1975-07-26,Gwangju,2020-09-22
1002637,women,1987-06-13,Gwangju,2020-09-22
1002638,women,1988-10-06,Jeju,2020-09-22
1002639,women,1990-01-04,Gangwon,2020-09-22
1002640,women,1991-01-30,Incheon,2020-09-22
1002642,women,1977-09-17,Jeju,2020-09-23
1002648,women,1987-06-09,Jeju,2020-09-23
1002649,women,1988-10-01,Seoul,2020-09-23
1002650,women,1989-12-30,Gangwon,2020-09-23
1002651,women,1991-01-25,Seoul,2020-09-23
1002652,women,1976-03-14,Daegu,2020-09-27
1002653,women,1980-03-24,Jeju,2020-09-27
1002654,women,1981-12-20,Daegu,2020-09-27
1002655,women,1983-04-12,Daejeon,2020-09-27
1002656,women,1984-07-13,Jeju,2020-09-27
1002657,women,1985-08-05,Seoul,2020-09-27
1002658,women,1987-06-12,Daegu,2020-09-27
1002659,women,1988-10-02,Daejeon,2020-09-27
1002660,women,1990-01-03,Jeju,2020-09-27
1002661,women,1991-01-26,Seoul,2020-09-27
